student_id,gender.male,race_ethnicity.group A,race_ethnicity.group B,race_ethnicity.group C,race_ethnicity.group D,race_ethnicity.group E,parental_level_of_education.associate's degree,parental_level_of_education.bachelor's degree,parental_level_of_education.high school,parental_level_of_education.master's degree,parental_level_of_education.some college,parental_level_of_education.some high school,lunch.standard,test_preparation_course.completed,math_score,reading_score,performance_category.Average,performance_category.Excellent,performance_category.Good,performance_category.Poor,prep_parent_edu.completed.associate's degree,prep_parent_edu.completed.bachelor's degree,prep_parent_edu.completed.high school,prep_parent_edu.completed.master's degree,prep_parent_edu.completed.some college,prep_parent_edu.completed.some high school,prep_parent_edu.none.associate's degree,prep_parent_edu.none.bachelor's degree,prep_parent_edu.none.high school,prep_parent_edu.none.master's degree,prep_parent_edu.none.some college,prep_parent_edu.none.some high school,prep_lunch.completed.free/reduced,prep_lunch.completed.standard,prep_lunch.none.free/reduced,prep_lunch.none.standard
148,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.45577811079549735,-0.08006744055311504,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
149,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0.12602980317323048,0.3993783112619405,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2.2364189719557386,2.1116845677442817,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
151,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-0.26966816597348975,-0.1485596908124087,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
152,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.7195767568933108,-0.1485596908124087,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
153,0,0,1,0,0,0,1,0,0,0,0,0,1,1,-0.4675171505468499,0.05691705996547226,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
154,1,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.7972654581691168,-1.3814201954796943,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
155,1,0,0,0,1,0,0,0,0,0,0,1,1,0,-0.26966816597348975,-0.1485596908124087,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
156,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0.2579291262221372,1.3582698148920516,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
157,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-0.00586951987567626,0.33088606100264684,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
158,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.4015674890223965,-0.6280054426274643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
159,0,0,1,0,0,0,1,0,0,0,0,0,1,1,-0.3356178274979431,1.1527930641141706,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
160,1,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.00586951987567626,-0.4910209421088769,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
161,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1.0493250645155776,0.6048550620398214,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
162,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.5876774338444041,1.2897775646327578,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
163,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.1270137657913837,-1.1074511944425198,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
164,1,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.9291647812180235,-1.1074511944425198,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
165,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.9833754029911244,1.5637465656699325,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
166,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1.972620325857925,2.1116845677442817,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167,1,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.8632151196935701,-1.244435694961107,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
168,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.5334668120713032,0.46787056152123413,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
169,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0.12602980317323048,0.9473163133362897,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
170,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.06008014164877711,0.3993783112619405,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
171,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0.389828449271044,0.2623938107433532,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
172,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1.8407210028090182,1.2897775646327578,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
173,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.8514760799422176,1.1527930641141706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
174,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-0.20371850444903639,-0.1485596908124087,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
175,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.5227117349381039,-1.244435694961107,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
176,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.9833754029911244,1.4952543154106388,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
177,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-1.3248627503647437,-1.038958944183226,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
178,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0.3238787877465906,0.5363628117805278,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
179,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.9291647812180235,0.05691705996547226,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
180,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2.0385699873823784,2.1116845677442817,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
181,1,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.26966816597348975,-0.08006744055311504,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
182,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.3248627503647437,-0.35403644159028963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
183,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-1.0610641042669302,-1.3129279452204008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
184,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.07181918140012963,-0.01157519029382139,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
185,1,0,0,1,0,0,0,0,0,0,0,1,0,1,-1.3908124118891971,-1.1759434447018133,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
186,1,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.07181918140012963,-0.1485596908124087,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
187,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.917425741466671,0.46787056152123413,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
188,1,0,0,0,1,0,0,0,0,0,0,1,1,1,-0.26966816597348975,-0.21705194107170234,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
189,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.192963427315837,-1.1759434447018133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
190,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.7195767568933108,1.2897775646327578,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
191,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-0.00586951987567626,-0.28554419133099596,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
192,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0.6536270953688574,0.9473163133362897,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
193,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-0.26966816597348975,-0.35403644159028963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
194,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0.7195767568933108,-0.4910209421088769,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
195,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.19197946469768387,1.0158085635955834,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
196,1,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.3356178274979431,-0.9704666939239325,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
197,1,0,0,1,0,0,0,0,0,0,0,1,0,1,-0.4675171505468499,-0.01157519029382139,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
198,1,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.7313157966446634,-0.9019744436646389,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
199,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.3908124118891971,-1.1074511944425198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
200,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.7855264184177642,0.673347312299115,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
201,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0.06008014164877711,1.0158085635955834,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.07181918140012963,0.8103318128177024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
203,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.19197946469768387,0.5363628117805278,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
204,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.5994164735957566,-0.01157519029382139,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
205,1,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.4675171505468499,-1.9293581975540435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
206,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0.5217277723199507,0.1254093102247659,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
207,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0493250645155776,-0.4910209421088769,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
208,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0.9833754029911244,0.7418395625584088,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
209,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5217277723199507,0.8103318128177024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
210,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.5334668120713032,-0.5595131923681705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
211,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.917425741466671,0.673347312299115,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
212,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-2.0503090271337308,-2.819757450924861,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
213,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-1.588661396462557,-0.4910209421088769,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
214,1,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.4015674890223965,-1.244435694961107,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
215,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1.3790733721378445,1.4952543154106388,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
216,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1.1812243875644846,0.9473163133362897,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
217,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1.115274726040031,1.1527930641141706,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
218,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-2.116258688658184,-1.86086594729475,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
219,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.00586951987567626,0.5363628117805278,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
220,1,0,1,0,0,0,0,0,0,0,0,1,1,1,-0.3356178274979431,-0.9019744436646389,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
221,0,0,0,0,1,0,0,0,1,0,0,0,1,1,-0.66536613512021,-0.08006744055311504,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
222,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1.3790733721378445,1.084300813854877,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
223,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.7313157966446634,-0.28554419133099596,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
224,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1.3131237106133913,0.7418395625584088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
225,0,0,1,0,0,0,1,0,0,0,0,0,1,1,-0.9291647812180235,-0.21705194107170234,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1.3908124118891971,-0.9019744436646389,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
227,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.389828449271044,0.19390156048405954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
228,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.5994164735957566,-1.3129279452204008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
229,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.12602980317323048,0.19390156048405954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
230,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1.445023033662298,1.7692233164478135,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
231,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0.6536270953688574,-0.35403644159028963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
232,1,0,0,1,0,0,1,0,0,0,0,0,1,0,-1.3248627503647437,-1.7923736970354562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
233,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.06008014164877711,1.1527930641141706,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
234,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1.7088216797601115,1.2212853143734643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
235,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1.115274726040031,0.878824063076996,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
236,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.917425741466671,0.3993783112619405,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
237,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.20371850444903639,-0.21705194107170234,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
238,0,0,0,0,1,0,0,0,0,0,0,1,1,1,-0.137768842924583,-0.6280054426274643,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
239,1,0,1,0,0,0,0,0,0,0,1,0,1,0,-0.7972654581691168,-1.1759434447018133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
240,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1.1812243875644846,0.7418395625584088,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
241,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.45577811079549735,-0.08006744055311504,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
242,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.917425741466671,0.9473163133362897,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
243,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.66536613512021,-1.1759434447018133,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
244,1,0,0,0,0,1,0,0,0,0,1,0,1,0,-0.4675171505468499,-1.244435694961107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
245,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0.5876774338444041,0.33088606100264684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
246,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1.2471740490889378,0.46787056152123413,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
247,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1.5109726951867513,0.46787056152123413,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
248,0,0,1,0,0,0,0,0,1,0,0,0,1,1,-0.5334668120713032,0.05691705996547226,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
249,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.07181918140012963,-0.35403644159028963,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
250,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0.12602980317323048,-0.6280054426274643,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
251,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1.2589130888402904,-1.3814201954796943,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
252,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.3238787877465906,0.9473163133362897,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
253,0,0,1,0,0,0,0,0,0,0,0,1,1,1,-0.4015674890223965,0.05691705996547226,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
254,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.917425741466671,0.7418395625584088,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
255,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.7972654581691168,-1.1759434447018133,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
256,0,0,0,0,0,1,0,0,0,0,1,0,1,0,-0.26966816597348975,0.2623938107433532,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
257,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.137768842924583,0.2623938107433532,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
258,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0.7855264184177642,0.5363628117805278,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
259,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.2579291262221372,0.3993783112619405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
260,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.07181918140012963,0.8103318128177024,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
261,0,0,0,1,0,0,0,0,0,0,0,1,0,1,-0.137768842924583,0.673347312299115,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
262,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0.8514760799422176,0.673347312299115,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
263,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1.4567620734136504,-1.3129279452204008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
264,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2.170469310431285,1.6322388159292263,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
265,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.6536270953688574,0.2623938107433532,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
266,1,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.4675171505468499,-1.86086594729475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
267,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.20371850444903639,0.3993783112619405,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
268,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.19197946469768387,0.19390156048405954,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
269,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1.445023033662298,1.5637465656699325,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
270,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.3238787877465906,0.46787056152123413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
271,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.19197946469768387,-0.4225286918495833,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
272,1,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.5334668120713032,-1.3814201954796943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
273,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-1.2589130888402904,-1.1074511944425198,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
274,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.07181918140012963,0.05691705996547226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
275,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1.445023033662298,1.084300813854877,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
276,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.115274726040031,0.6048550620398214,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
277,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1.2471740490889378,1.5637465656699325,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
278,0,0,0,0,0,1,0,0,1,0,0,0,1,1,-0.4675171505468499,-0.4225286918495833,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
279,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.07181918140012963,1.1527930641141706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
280,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.45577811079549735,-0.9019744436646389,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
281,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.8632151196935701,-1.1759434447018133,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
282,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-1.3908124118891971,-1.449912445738988,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
283,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.45577811079549735,0.673347312299115,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
284,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.2579291262221372,0.6048550620398214,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
285,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-1.918409704084824,-1.5868969462575753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
286,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0.9833754029911244,0.878824063076996,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
287,1,0,0,0,0,1,1,0,0,0,0,0,1,1,2.0385699873823784,0.878824063076996,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
288,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.06008014164877711,1.3582698148920516,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
289,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1.445023033662298,0.3993783112619405,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
290,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.7195767568933108,0.46787056152123413,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
291,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.6536270953688574,0.05691705996547226,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
292,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1.3131237106133913,0.2623938107433532,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
293,1,0,0,1,0,0,0,0,0,0,0,1,1,1,-0.20371850444903639,-0.6280054426274643,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
294,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-0.07181918140012963,0.2623938107433532,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
295,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.7855264184177642,0.5363628117805278,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
296,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.06008014164877711,-0.4910209421088769,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
297,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1.3248627503647437,-1.9293581975540435,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
298,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0.3238787877465906,0.33088606100264684,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
299,1,0,0,1,0,0,0,0,1,0,0,0,0,1,-1.720560719511464,-1.5868969462575753,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
